source_table_row_id,source_study_id,material_group,pollutant,series,dose_g_L,contact_time_h,matrix,provenance_tier,train_eligible,test_eligible,expected_material_label,metal_order,lead_order
215,Cui2016_Wetland,Cui2016_Wetland::TD500,Cd (II),isotherm_series,1.0,24.0,not_reported_in_condition_audit,verified_compilation,True,True,TD500,26,
216,Cui2016_Wetland,Cui2016_Wetland::PA500,Cd (II),isotherm_series,1.0,24.0,not_reported_in_condition_audit,verified_compilation,True,True,PA500,27,
217,Cui2016_Wetland,Cui2016_Wetland::PA500,Cd (II),isotherm_series,1.0,24.0,not_reported_in_condition_audit,verified_compilation,True,True,PA500,28,
218,Cui2016_Wetland,Cui2016_Wetland::PA500,Cd (II),isotherm_series,1.0,24.0,not_reported_in_condition_audit,verified_compilation,True,True,PA500,29,
219,Cui2016_Wetland,Cui2016_Wetland::ZC500,Cd (II),isotherm_series,1.0,24.0,not_reported_in_condition_audit,verified_compilation,True,True,ZC500,30,
220,Cui2016_Wetland,Cui2016_Wetland::ZC500,Cd (II),isotherm_series,1.0,24.0,not_reported_in_condition_audit,verified_compilation,True,True,ZC500,31,
221,Cui2016_Wetland,Cui2016_Wetland::ZC500,Cd (II),isotherm_series,1.0,24.0,not_reported_in_condition_audit,verified_compilation,True,True,ZC500,32,
222,Cui2016_Wetland,Cui2016_Wetland::ZC500,Cd (II),isotherm_series,1.0,24.0,not_reported_in_condition_audit,verified_compilation,True,True,ZC500,33,
223,Cui2016_Wetland,Cui2016_Wetland::VZ500,Cd (II),isotherm_series,1.0,24.0,not_reported_in_condition_audit,verified_compilation,True,True,VZ500,34,
224,Cui2016_Wetland,Cui2016_Wetland::VZ500,Cd (II),isotherm_series,1.0,24.0,not_reported_in_condition_audit,verified_compilation,True,True,VZ500,35,
225,Cui2016_Wetland,Cui2016_Wetland::VZ500,Cd (II),isotherm_series,1.0,24.0,not_reported_in_condition_audit,verified_compilation,True,True,VZ500,36,
226,Cui2016_Wetland,Cui2016_Wetland::VZ500,Cd (II),isotherm_series,1.0,24.0,not_reported_in_condition_audit,verified_compilation,True,True,VZ500,37,
234,Gao2019,Gao2019::RS300,Cd (II),isotherm_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS300,38,
235,Gao2019,Gao2019::RS300,Cd (II),isotherm_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS300,39,
236,Gao2019,Gao2019::RS300,Cd (II),isotherm_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS300,40,
237,Gao2019,Gao2019::RS300,Cd (II),isotherm_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS300,41,
238,Gao2019,Gao2019::RS300,Cd (II),isotherm_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS300,42,
239,Gao2019,Gao2019::RS300,Cd (II),isotherm_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS300,43,
240,Gao2019,Gao2019::RS300,Cd (II),isotherm_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS300,44,
241,Gao2019,Gao2019::RS300,Cd (II),isotherm_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS300,45,
242,Gao2019,Gao2019::RS300,Cd (II),isotherm_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS300,46,
250,Gao2019,Gao2019::RS500,Cd (II),isotherm_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS500,47,
251,Gao2019,Gao2019::RS500,Cd (II),isotherm_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS500,48,
252,Gao2019,Gao2019::RS500,Cd (II),isotherm_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS500,49,
253,Gao2019,Gao2019::RS500,Cd (II),isotherm_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS500,50,
254,Gao2019,Gao2019::RS500,Cd (II),isotherm_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS500,51,
255,Gao2019,Gao2019::RS500,Cd (II),isotherm_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS500,52,
256,Gao2019,Gao2019::RS500,Cd (II),isotherm_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS500,53,
257,Gao2019,Gao2019::RS500,Cd (II),isotherm_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS500,54,
258,Gao2019,Gao2019::RS500,Cd (II),isotherm_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS500,55,
266,Gao2019,Gao2019::RS700,Cd (II),isotherm_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS700,56,
267,Gao2019,Gao2019::RS700,Cd (II),isotherm_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS700,57,
268,Gao2019,Gao2019::RS700,Cd (II),isotherm_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS700,58,
269,Gao2019,Gao2019::RS700,Cd (II),isotherm_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS700,59,
270,Gao2019,Gao2019::RS700,Cd (II),isotherm_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS700,60,
271,Gao2019,Gao2019::RS700,Cd (II),isotherm_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS700,61,
272,Gao2019,Gao2019::RS700,Cd (II),isotherm_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS700,62,
273,Gao2019,Gao2019::RS700,Cd (II),isotherm_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS700,63,
274,Gao2019,Gao2019::RS700,Cd (II),isotherm_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS700,64,
227,Gao2019,Gao2019::RS300,Cd (II),pH_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS300,65,
228,Gao2019,Gao2019::RS300,Cd (II),pH_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS300,66,
229,Gao2019,Gao2019::RS300,Cd (II),pH_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS300,67,
230,Gao2019,Gao2019::RS300,Cd (II),pH_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS300,68,
231,Gao2019,Gao2019::RS300,Cd (II),pH_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS300,69,
232,Gao2019,Gao2019::RS300,Cd (II),pH_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS300,70,
233,Gao2019,Gao2019::RS300,Cd (II),pH_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS300,71,
243,Gao2019,Gao2019::RS500,Cd (II),pH_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS500,72,
244,Gao2019,Gao2019::RS500,Cd (II),pH_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS500,73,
245,Gao2019,Gao2019::RS500,Cd (II),pH_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS500,74,
246,Gao2019,Gao2019::RS500,Cd (II),pH_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS500,75,
247,Gao2019,Gao2019::RS500,Cd (II),pH_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS500,76,
248,Gao2019,Gao2019::RS500,Cd (II),pH_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS500,77,
249,Gao2019,Gao2019::RS500,Cd (II),pH_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS500,78,
259,Gao2019,Gao2019::RS700,Cd (II),pH_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS700,79,
260,Gao2019,Gao2019::RS700,Cd (II),pH_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS700,80,
261,Gao2019,Gao2019::RS700,Cd (II),pH_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS700,81,
262,Gao2019,Gao2019::RS700,Cd (II),pH_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS700,82,
263,Gao2019,Gao2019::RS700,Cd (II),pH_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS700,83,
264,Gao2019,Gao2019::RS700,Cd (II),pH_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS700,84,
265,Gao2019,Gao2019::RS700,Cd (II),pH_series,1.0,12.0,not_reported_in_condition_audit,verified_compilation,True,True,RS700,85,
74,Zama2017,Zama2017::BWH350,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,BWH350,86,
75,Zama2017,Zama2017::BWH350,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,BWH350,87,
76,Zama2017,Zama2017::BWH350,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,BWH350,88,
77,Zama2017,Zama2017::BWH450,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,BWH450,89,
78,Zama2017,Zama2017::BWH450,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,BWH450,90,
79,Zama2017,Zama2017::BWH450,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,BWH450,91,
80,Zama2017,Zama2017::BWH550,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,BWH550,92,
81,Zama2017,Zama2017::BWH550,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,BWH550,93,
82,Zama2017,Zama2017::BWH550,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,BWH550,94,
83,Zama2017,Zama2017::BWH650,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,BWH650,95,
84,Zama2017,Zama2017::BWH650,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,BWH650,96,
85,Zama2017,Zama2017::BWH650,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,BWH650,97,
86,Zama2017,Zama2017::CC350,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,CC350,98,
87,Zama2017,Zama2017::CC350,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,CC350,99,
88,Zama2017,Zama2017::CC350,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,CC350,100,
89,Zama2017,Zama2017::CC450,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,CC450,101,
90,Zama2017,Zama2017::CC450,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,CC450,102,
91,Zama2017,Zama2017::CC450,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,CC450,103,
92,Zama2017,Zama2017::CC550,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,CC550,104,
93,Zama2017,Zama2017::CC550,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,CC550,105,
94,Zama2017,Zama2017::CC550,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,CC550,106,
95,Zama2017,Zama2017::CC650,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,CC650,107,
96,Zama2017,Zama2017::CC650,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,CC650,108,
97,Zama2017,Zama2017::CC650,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,CC650,109,
98,Zama2017,Zama2017::MW350,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,MW350,110,
99,Zama2017,Zama2017::MW350,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,MW350,111,
100,Zama2017,Zama2017::MW350,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,MW350,112,
101,Zama2017,Zama2017::MW450,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,MW450,113,
102,Zama2017,Zama2017::MW450,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,MW450,114,
103,Zama2017,Zama2017::MW450,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,MW450,115,
104,Zama2017,Zama2017::MW550,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,MW550,116,
105,Zama2017,Zama2017::MW550,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,MW550,117,
106,Zama2017,Zama2017::MW550,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,MW550,118,
107,Zama2017,Zama2017::MW650,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,MW650,119,
108,Zama2017,Zama2017::MW650,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,MW650,120,
109,Zama2017,Zama2017::MW650,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,MW650,121,
110,Zama2017,Zama2017::PS350,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,PS350,122,
111,Zama2017,Zama2017::PS350,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,PS350,123,
112,Zama2017,Zama2017::PS350,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,PS350,124,
113,Zama2017,Zama2017::PS450,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,PS450,125,
114,Zama2017,Zama2017::PS450,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,PS450,126,
115,Zama2017,Zama2017::PS450,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,PS450,127,
116,Zama2017,Zama2017::PS550,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,PS550,128,
117,Zama2017,Zama2017::PS550,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,PS550,129,
118,Zama2017,Zama2017::PS550,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,PS550,130,
119,Zama2017,Zama2017::PS650,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,PS650,131,
120,Zama2017,Zama2017::PS650,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,PS650,132,
121,Zama2017,Zama2017::PS650,Cd (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,PS650,133,
0,Jiang2016,Jiang2016::JWC700,Cu (II),pH_series,25.0,24.0,0.01 M Na2SO4,verified_compilation,True,True,JWC700,134,
1,Jiang2016,Jiang2016::JWC700,Cu (II),pH_series,25.0,24.0,0.01 M Na2SO4,verified_compilation,True,True,JWC700,135,
2,Jiang2016,Jiang2016::JWC700,Cu (II),pH_series,25.0,24.0,0.01 M Na2SO4,verified_compilation,True,True,JWC700,136,
3,Jiang2016,Jiang2016::PWC700,Cu (II),pH_series,25.0,24.0,0.01 M Na2SO4,verified_compilation,True,True,PWC700,137,
4,Jiang2016,Jiang2016::PWC700,Cu (II),pH_series,25.0,24.0,0.01 M Na2SO4,verified_compilation,True,True,PWC700,138,
5,Jiang2016,Jiang2016::PWC700,Cu (II),pH_series,25.0,24.0,0.01 M Na2SO4,verified_compilation,True,True,PWC700,139,
26,Zama2017,Zama2017::BWH350,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,BWH350,140,0
27,Zama2017,Zama2017::BWH350,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,BWH350,141,1
28,Zama2017,Zama2017::BWH350,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,BWH350,142,2
29,Zama2017,Zama2017::BWH450,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,BWH450,143,3
30,Zama2017,Zama2017::BWH450,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,BWH450,144,4
31,Zama2017,Zama2017::BWH450,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,BWH450,145,5
32,Zama2017,Zama2017::BWH550,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,BWH550,146,6
33,Zama2017,Zama2017::BWH550,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,BWH550,147,7
34,Zama2017,Zama2017::BWH550,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,BWH550,148,8
35,Zama2017,Zama2017::BWH650,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,BWH650,149,9
36,Zama2017,Zama2017::BWH650,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,BWH650,150,10
37,Zama2017,Zama2017::BWH650,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,BWH650,151,11
38,Zama2017,Zama2017::CC350,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,CC350,152,12
39,Zama2017,Zama2017::CC350,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,CC350,153,13
40,Zama2017,Zama2017::CC350,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,CC350,154,14
41,Zama2017,Zama2017::CC450,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,CC450,155,15
42,Zama2017,Zama2017::CC450,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,CC450,156,16
43,Zama2017,Zama2017::CC450,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,CC450,157,17
44,Zama2017,Zama2017::CC550,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,CC550,158,18
45,Zama2017,Zama2017::CC550,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,CC550,159,19
46,Zama2017,Zama2017::CC550,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,CC550,160,20
47,Zama2017,Zama2017::CC650,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,CC650,161,21
48,Zama2017,Zama2017::CC650,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,CC650,162,22
49,Zama2017,Zama2017::CC650,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,CC650,163,23
50,Zama2017,Zama2017::MW350,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,MW350,164,24
51,Zama2017,Zama2017::MW350,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,MW350,165,25
52,Zama2017,Zama2017::MW350,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,MW350,166,26
53,Zama2017,Zama2017::MW450,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,MW450,167,27
54,Zama2017,Zama2017::MW450,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,MW450,168,28
55,Zama2017,Zama2017::MW450,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,MW450,169,29
56,Zama2017,Zama2017::MW550,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,MW550,170,30
57,Zama2017,Zama2017::MW550,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,MW550,171,31
58,Zama2017,Zama2017::MW550,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,MW550,172,32
59,Zama2017,Zama2017::MW650,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,MW650,173,33
60,Zama2017,Zama2017::MW650,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,MW650,174,34
61,Zama2017,Zama2017::MW650,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,MW650,175,35
62,Zama2017,Zama2017::PS350,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,PS350,176,36
63,Zama2017,Zama2017::PS350,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,PS350,177,37
64,Zama2017,Zama2017::PS350,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,PS350,178,38
65,Zama2017,Zama2017::PS450,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,PS450,179,39
66,Zama2017,Zama2017::PS450,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,PS450,180,40
67,Zama2017,Zama2017::PS450,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,PS450,181,41
68,Zama2017,Zama2017::PS550,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,PS550,182,42
69,Zama2017,Zama2017::PS550,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,PS550,183,43
70,Zama2017,Zama2017::PS550,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,PS550,184,44
71,Zama2017,Zama2017::PS650,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,PS650,185,45
72,Zama2017,Zama2017::PS650,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,PS650,186,46
73,Zama2017,Zama2017::PS650,Pb (II),PTE_concentration_series,5.0,36.0,0.01 M NaNO3,verified_compilation,True,True,PS650,187,47
532,Wang2021_invasive,Wang2021_invasive::BBC500,Cd (II),pH_series,0.5,24.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,BBC500,188,
533,Wang2021_invasive,Wang2021_invasive::BBC500,Cd (II),pH_series,0.5,24.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,BBC500,189,
534,Wang2021_invasive,Wang2021_invasive::BBC500,Cd (II),pH_series,0.5,24.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,BBC500,190,
