source_row_id,original_material_label,candidate_series,response_endpoint_candidate,source_pH_status,response_quality_status,source_article_section,source_order_mapping_status,series_evidence
904,SCG,pH_pattern,Q_e_at_equilibrium_condition,outside_source_reported_3_to_9_range_pH1_requires_source_review,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
905,SCG,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
906,SCG,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
907,SCG,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
908,SCG,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
909,Fe@SCG,pH_pattern,Q_e_at_equilibrium_condition,outside_source_reported_3_to_9_range_pH1_requires_source_review,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
910,Fe@SCG,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
911,Fe@SCG,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
912,Fe@SCG,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
913,Fe@SCG,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
914,Fe@SCG,pH_pattern,Q_e_at_equilibrium_condition,outside_source_reported_3_to_9_range_pH1_requires_source_review,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
915,Fe@SCG,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
916,Fe@SCG,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
917,Fe@SCG,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
918,Fe@SCG,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
919,Fe@SCG,pH_pattern,Q_e_at_equilibrium_condition,outside_source_reported_3_to_9_range_pH1_requires_source_review,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
920,Fe@SCG,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
921,Fe@SCG,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
922,Fe@SCG,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
923,Fe@SCG,pH_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
924,SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
925,SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
926,SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
927,SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
928,SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
929,SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
930,SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
931,SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
932,SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
933,SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
934,SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
935,SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
936,SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
937,SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
938,SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
939,SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
940,SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
941,SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
942,SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
943,SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
944,SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
945,Fe@SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
946,Fe@SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
947,Fe@SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
948,Fe@SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
949,Fe@SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
950,Fe@SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
951,Fe@SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
952,Fe@SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
953,Fe@SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
954,Fe@SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
955,Fe@SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
956,Fe@SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
957,Fe@SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
958,Fe@SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
959,Fe@SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
960,Fe@SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
961,Fe@SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
962,Fe@SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
963,Fe@SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
964,Fe@SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
965,Fe@SCG,dosage_pattern,Q_e_at_equilibrium_condition,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
966,SCG,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
967,SCG,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
968,SCG,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
969,SCG,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
970,SCG,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
971,SCG,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
972,SCG,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
973,SCG,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
974,SCG,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
975,SCG,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
976,SCG,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
977,SCG,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
978,SCG,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
979,SCG,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
980,SCG,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
981,SCG,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
982,SCG,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
983,SCG,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
984,SCG,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
985,SCG,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
986,SCG,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
987,Fe@SCG,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
988,Fe@SCG,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
989,Fe@SCG,kinetics_pattern,Q_t_at_recorded_contact_time,within_source_reported_range,nonnegative_capacity,2.4_adsorption_experiments,source_order_candidate_pending_figure_or_table_row_confirmation,"source methods and contiguous workbook block order; source figures state pH 3--9, nominal initial concentration 1--10 mg/L, and duplicate experiments"
